Timestamp,FPS,Confidence
17:11:48.244,20,0.9080
17:11:48.293,21,0.8895
17:11:48.330,30,0.8660
17:11:48.369,21,0.8577
17:11:48.414,21,0.8318
17:11:48.450,30,0.8009
17:11:48.498,20,0.7912
17:11:48.543,21,0.8251
17:11:48.592,20,0.7821
17:11:48.626,30,0.7660
17:11:48.671,21,0.7098
17:11:48.721,20,0.7127
17:11:48.750,31,0.6499
17:11:48.802,21,0.6276
17:11:48.846,20,0.6618
